,number,name,name_higher,short,desc,info,info2,year
64,2705,Terveydensuojelun edistäminen ja valvonta,Erittelemätön ympäristöterveydenhuolto,,"terveydensuojelun edistäminen ja valvonta (kuten asumisterveys, talousvesi, uimavedet, liikuntatilat, ihonkäsittely), tiedottaminen, opastus ja neuvonta, varautuminen sekä valvontasuunnitelmien laatiminen",Sisältää myös koulutuksen ja valmennuksen.,,2022
91,3456,Oppilas- ja opiskelijahuollon kuraattori- ja psykologipalvelut,,,Esi- ja perusopetuksen sekä toisen asteen koulutuksen kuraattori- ja psykologipalvelut,"Oppilas- ja opiskelijahuoltolaki (1287/2013) määrittelee opiskeluhuollon palveluiksi koulu- ja opiskeluterveydenhuollon, kuraattori- ja psykologipalvelut. Kyseessä on oppilas- ja opiskelijahuoltolain mukainen palvelu, joka huomioidaan osana sosiaali- ja terveydenhuollon palvelukokonaisuutta palveluluokkanumerostaan riippumatta.",Täydennetty huomautusta,2022
130,5601,Kotoutumisen edistämisen ja maahanmuuton palvelut,,,"Alkukartoitukset ja kotoutumissuunnitelmat (toimenpidekokonaisuus, jonka avulla arvioidaan maahanmuuttajan työllistymis-, opiskelu- ja muut kotoutumisvalmiudet sekä kielikoulutuksen ja muiden kotoutumista edistävien palvelujen ja toimenpiteiden tarve, sekä yksilöllinen ja henkilökohtainen kotoutumista tukeva suunnitelma, jonka maahanmuuttaja laatii yhteistyössä paikallisviranomaisten kanssa), alkuvaiheen neuvonta ja ohjaus (henkilökohtaisen alkuvaiheen neuvonnan ja ohjauksen järjestäminen maahanmuuttajille), ilman huoltajaa maassa olevien lasten ja nuorten asuminen ja tuki (asumisen järjestäminen ja tuki, joka on tarkoitettu alle 25-vuotiaille lapsille ja nuorille, joilla on oleskelulupa ja joilla ei ole omaisia tai huoltajia maassa), muut kotoutumisen edistämiseen ja maahanmuuttoon liittyvät tehtävät sekä työtekijän ja elinkeinonharjoittajan oleskelulupiin ja työlupalinjauksiin liittyvät tehtävät). Työvoimaan kuuluvien osalta alkukartoitukset ja kotoutumissuunnitelmat tulevat kohtaan 5552, jossa työllistymistä edistävänä suunnitelmina on mainittu myös kotoutumissuunnitelmat.","Kotoutumissuunnitelmaan kirjataan palvelut ja toimenpiteet, jotka edistävät maahanmuuttajan kielitaitoa sekä muita yhteiskunnassa ja työelämässä tarvittavia tietoja ja taitoja. Asuminen sisältää mm. perheryhmäkodit, tuetun asumisen yksiköt ja sosiaalihuollon palvelut sekä muut tukipalvelut ilman huoltajaa maassa olevien lasten ja nuorten osalta.",Täydennetty palvelukuvausta ja huomautusta,2022
93,3502,Kirjaston alueellinen kehittämistehtävä,,,Alueellisella kehittämistehtävällä tarkoitetaan kirjastoista annetun lain (1492/2016) 8 § 1 momentin mukaista alueellista kehitystehtävää. Säännöksen mukaan alueellisella kehittämistehtävällä luodaan edellytyksiä toimialueen yleisten kirjastojen toiminnan vahvistumiselle. Kehittämistehtävällä tuetaan toimialueen yleisten kirjastojen kehittymistä ja henkilöstön osaamista sekä edistetään yleisten kirjastojen keskinäistä yhteistoimintaa.,,,2022
131,6101,Vesihuollon järjestäminen ja kehittäminen ,,,Kunnan toimenpiteet vesihuoltopalveluiden järjestämiseksi tai muun vesihuollon palvelun saatavuuden turvaamiseksi (peruskunnan tehtävä),"Sisältyy vesihuollon kehittämissuunnittelu, toiminta-alueiden määrittely, vesihuoltoavustusten myöntäminen, sammutusveden toimittaminen ym.",,2022
121,5352,Tilavuokrauspalvelut,,,Kunnan tilojen vuokraaminen,"Muiden tilojen kuin asuntojen vuokraaminen, vuokratulot ja vastaavat menot. Tänne kohdistetaan myös sellaisten tyhjillään olevien tilojen kulut, jotka eivät ole minkään palvelutoiminnan käytössä. Tänne kohdistetaan myös kunnan tilojen luovutusvoitot ja -tappiot. Palveluluokalle voidaan kohdistaa sekä ulkoisia että sisäisiä vuokria. Sisäiset vuokrat tulee kuitenkin kohdistaa sille varsinaiselle palveluluokalle, jolle ne kuuluvat.  ",,2022
122,5353,Asuntojen vuokrauspalvelut,,,"Kunnan omien tai leasing-kiinteistöjen vuokraaminen, hätämajoituksen järjestäminen ja vuokravalvonta",Tänne kohdistetaan myös asunto-osakkeiden luovutusvoitot ja -tappiot. ,,2022
123,5361,Maaomaisuuden hallinta,,,"Maaomaisuuden hankinta, lunastaminen ja luovutus silloin, kun se ei ole selkeästi kohdistettavissa johonkin muuhun palveluluokkaan.  ","Maaomaisuuden hallintaan sisältyvät maaperätutkimukset (ei kuitenkaan jätehuoltoon liittyvät mittaukset), pilaantuneen maan puhdistaminen, kiinteistön kuntoarviot ja -tutkimukset, haitta-ainetutkimukset, rakennusten purkaminen, tonttien markkinointi ja luovutus, maankäyttöön liittyvät sopimukset sekä muut tontin myyntikuntoon saattamisesta aiheutuneet kustannukset. Kuntien tehtävät öljyvahinkojen jälkitorjunnassa. Lisäksi maan vuokraaminen (myös esimerkiksi viljelyspalstojen vuokraaminen), maankäyttömaksut ja kiinteistöjen luovutusvoitot- ja tappiot, maa-aineksen myynti. Palveluluokalle kohdistetaan kunnan järjestämät satamapalvelut ja satama-alueisiin liittyvä toiminta siltä osin, kun niitä ei ole yhtiöitetty. ",,2022
124,5501,Tukipalvelu,,,"Palveluluokituksen apuluokka. Tukipalvelukustannukset voidaan raportoida tällä palveluluokalla, minkä jälkeen kustannukset kohdistetaan varsinaisille palveluluokille sisäisellä laskutuksella tai summatasoisesti vyöryttämällä. ","Tukipalveluiden kustannukset voidaan kohdistaa myös suoraan palveluluokalle, jolloin tukipalvelu-apuluokkaa ei tarvitse käyttää. Esimerkkejä tukipalveluista: palvelualueiden strategiatyö, talous-, henkilöstö- ja hallintopalvelut, controller-toiminta, toimiala- ja palvelualueiden johto ja johdon tuki, liikelaitosten virkamies- ja virkamiestoimialajohto, substanssilautakunnat, lupa- ja valvonta-asioista vastaava lautakunta, koulutus, työsuojelu, työhyvinvointi, tietohallinto, hankinta- ja lakipalvelut, yhteispalvelu- ja neuvontatoiminta, viestintä, painatus- ja toimistotarvikepalvelut, luottamusmiehet ja työsuojeluvaltuutetut, ateria- ja puhtauspalvelut, toimialoilla tehtävä asianhallinta, jos se ei kohdistu suoraan varsinaiselle palvelulle tai ole keskistettyä asiakirjahallintoa, jolloin se kohdistuu yleishallintoon. 

Tukipalvelu-luokalle kohdistetaan myös kunnan ulosmyytävät asiantuntijapalvelut esimerkiksi oikeus- ja edunvalvontapalvelut. Ulosmyytäviä palveluita ei kohdisteta edelleen varsinaisille palveluluokille. Mikäli ulosmyytävä toiminta on merkittävää, tulee myös sen menot kohdistaa tukipalvelu-luokalle. Tukipalvelu-luokalle kohdistetaan pysyvien vastaavien osakkeiden luovutusvoitot ja -tappiot, ei kuitenkaan asunto-osakkeiden sekä muiden tilojen luovutusvoittoja ja -tappioita, jotka kohdistetaan ko. palveluluokille. ",,2022
125,5551,Elinkeinojen edistäminen,,,Elinkeinotoiminnan sekä matkailun edistäminen ,"Elinkeinopalveluihin sisältyvät kuntamarkkinointi ja sellainen markkinointi, joka ei selkeästi kohdistu johonkin muuhun varsinaiseen palveluun, esim. kulttuuritapahtuma, elinkeinoasiamiehen palvelut sekä muut kunnan tukimuodot elinkeinoelämälle. Matkailun edistämiseen sisältyvät mm. messujen järjestäminen, kunnan matkailijoille järjestämät palvelut, kuten turisti-infot sekä kunnan tilojen antaminen majoituskäyttöön. Kunta vastaa majoitukseen sisältyvistä kuluista eli valvonta-, siivous- ja lämmityskuluista. Palveluluokalle kohdistetaan myös tietoverkkojen ylläpito.",,2022
126,5552,Työllisyyspalvelut,,,"Lainmukaiset työllisyyttä edistävät palvelusuunnitelmat (työllistymissuunnitelmat, monialaiset työllistymissuunnitelmat, aktivointisuunnitelmat, kotoutumissuunnitelmat). Itse kuntouttavan työtoiminnan järjestäminen ja tuottaminen kuuluvat sosiaali- ja terveydenhuollon vastuulle palveluluokkaan 5554.Lain työllistymistä edistävästä monialaisesta yhteispalvelusta mukaiset tehtävät (TYP-toiminta) pl. sosiaali- ja terveydenhuollon palvelut. Rekrytointipalvelut (tiedon välittäminen osaavan työvoiman saatavuudesta ja työtilaisuuksista, rekrytointiin ja työnhakuun liittyvä neuvonta ja ohjaus sekä työtilaisuuksien ja työnhakijoiden yhteensovittaminen). Täydentävät rekrytointi- ja osaamisen kehittämisen palvelut (rekrytointi- ja osaamispalvelu, jota ei ole erikseen määritelty laissa ao. palveluilla mm: 1) tuetaan rekrytointeja ja työnhakua, 2) kartoitetaan ja kehitetään henkilöasiakkaiden osaamista, 3) lisätään henkilöasiakkaiden työmarkkinavalmiuksia tai tuetaan heidän työllistymistään.) Työvoimakoulutus, työkokeiluihin liittyvät palvelut sekä muut osaamisen kartoittamiseen ja palvelutarpeen arviointin liittyvät palvelut. Lain työllisyyden edistämisen kuntakokeilusta 1269/2020 mukaiset kokeilukunnille annetut tehtävät.",Huom! Kunnan oma rekrytointipalvelu kohdistetaan tukipalvelu-luokalle.,Täydennetty palvelukuvausta,2022
127,5553,Työllisyyden edistäminen,,,"Rahoituspalvelut työllisyyden, osaamisen ja sosiaalisen osallisuuden edistämiseen liittyviin kehittämishankkeisiin. Kunnan osuus työmarkkinatuesta. ",Luokalle kohdistetaan esimerkiksi tuki yrityksille kesätyöntekijöiden palkkaamiseen ja kuntien omarahoitusosuudet erilaisiin työllisyyttä edistäviin hankkeisiin. Huom! Kunnan oma rekrytointipalvelu kohdistetaan tukipalvelu-luokalle.,,2022
128,5554,Kuntouttava työtoiminta,,,"Kuntouttavasta työtoiminnasta annetun lain mukainen palvelu pitkään työttömänä olleille. Luokka sisältää palvelun järjestämisen ja tuottamisen, mutta ei palveluun ohjaamista silloin, kun se tapahtuu työllisyyttä edistävänä palveluna.",Kyseessä on sosiaalihuoltolain mukainen palvelu ja siten se huomioidaan osana  sosiaali- ja terveydenhuollon palvelukokonaisuutta palveluluokkanumerostaan riippumatta.,"Täydennetty palvelukuvausta ja huomautusta.

HUOM! Sanastot.suomi.fi-palvelussa kuntien talousraportoinnin sanastossa luokalle ei ole merkitty huomautusta, mutta huomautus on olemassa ja se on merkitty tähän taulukkoon.",2022
129,5556,Maaseutupalvelut,,,"Viljelijätukipalvelut, maaseutuasiamiespalvelut ja muu maaseudun kehittäminen","Viljelijätukihakemusten käsittely ja myöntö ja porotalouden rahoitus, maatalouden hirvieläin- ja petoeläinvahingot ja tulvavahingot, hukkakauran torjuntaan liittyvät asiat, neuvonta. Rauhoitettujen lajien aiheuttamien vahinkojen arviointi. Kuntien vapaaehtoiset maaseutupalvelut ja maaseudun kehittäminen, ml. hankerahoitus ja kylätoiminnan tukeminen. ",,2022
41,2534,Opiskeluterveydenhuollon palvelut,Erittelemätön perusterveydenhuollon avohoito,,lukioiden ja ammatillista peruskoulutusta antavien oppilaitosten opiskelijoille annettavat opiskeluterveydenhuollon palvelut,"Opiskeluterveydenhuollon palvelut (pl. suun terveydenhuollon palvelut) sisältävät Terveydenhuoltolain (1326/2010) 17 §:n mukaiset palvelut: 1) oppilaitoksen opiskeluympäristön terveellisyyden ja turvallisuuden sekä opiskeluyhteisön hyvinvoinnin edistäminen ja seuranta, 2) opiskelijoiden terveyden ja hyvinvoinnin sekä opiskelukyvyn seuraaminen ja edistäminen, 3) terveyden- ja sairaanhoitopalvelujen järjestäminen opiskelijoille, mielenterveys- ja päihdetyö ja seksuaaliterveyden edistäminen sekä 4) opiskelijan erityisen tuen tai tutkimusten tarpeen varhainen tunnistaminen sekä opiskelijan tukeminen ja tarvittaessa jatkotutkimuksiin tai -hoitoon ohjaaminen. Opiskeluterveydenhuollon käyntitiedot raportoidaan THL:n Avohilmon palvelumuodossa T27 (Opiskeluterveydenhuolto).",,2022
132,6102,"Vesihuoltopalvelun tuottaminen, talousvesi",,,Vesihuoltolaitoksen huolehtima vesijohtoverkosto ja talousveden tuotanto ym. vedentuotantoon liittyvät tulot ja menot,"Vesihuoltolaitoksen tehtävä. Vesihuoltolaitos voi olla taseyksikkö, liikelaitos, kuntayhtymä tai osakeyhtiö tai osuuskunta (kaksi viimeksi mainittua eivät sisälly kunnan kirjanpitoon). ",,2022
119,5201,Lomituspalvelut,,,"Maatalousyrittäjien ja turkistuottajien lomituspalvelut: maksuton vuosiloma, maksullinen loma  ja sijaisapu sekä poronhoitajien sijaisapu",Hallintoraha ja rahoitus palveluiden tuottamiseen (STM). Palvelu tuotetaan kuntien paikallisyksiköissä kunnan ja Melan toimeksiantosopimuksella.,,2022
133,6103,"Vesihuoltopalvelun tuottaminen, jätevesi",,,Vesihuoltolaitoksen huolehtima jäteveden viemäröinti ja käsittely jätevedenpuhdistamolla sekä mahdolliset siirtoviemäröinnin kulut  ym. jätevedenpuhdistukseen liittyvät tulot ja menot ,"Vesihuoltolaitoksen tehtävä. Vesihuoltolaitos voi olla taseyksikkö, liikelaitos, kuntayhtymä tai osakeyhtiö tai osuuskunta (kaksi viimeksi mainittua eivät sisälly kunnan kirjanpitoon). ",,2022
134,6104,Hulevesijärjestelmän hallinta ,,,Kunnan toteuttamat hulevesijärjestelmään kuuluvien alueiden ja rakenteiden hallinta ja ylläpito (peruskunnan tehtävä),Palveluluokalle kohdistetaan myös huletulvariskien hallinnan suunnittelu. Hulevesijärjestelmän hallintaan eivät sisälly vesihuoltolain 17a§:ssä tarkoitettujen vesihuoltolaitoksen hulevesiviemäreiden hallinta ja ylläpito.  ,,2022
135,6105,"Vesihuollon järjestäminen, hulevesiviemäröinti",,,Vesihuoltolaitoksen vesihuoltolain 17 a §:n mukaan huolehtima hulevesiviemäröinti (vhl 17a§) (vesihuoltolaitoksen tehtävä),"Jaetun vastuun mallissa, jossa vesihuoltolaitos huolehtii huleveden viemäröinnistä (VHL 17 a§) ja kunta muusta hulevesien hallinnasta (MRL 13 a-luku), vesihuoltolaitoksen hulevesiviemäröinnin kulut kohdistetaan tänne. ",,2022
136,6201,Energiahuoltopalvelut,,,"Palvelut, joiden tarkoituksena on taata energian luotettava saanti","Energianhuoltopalveluihin sisältyvät lämmön tuotanto, jakelua ja hyväksikäyttö, julkisista varoista rahoitettujen energiahuoltojärjestelmien rakentaminen tai toiminta, energiaa koskevien asioiden ja palveluiden yleisinformaation, teknisen dokumentoinnin ja tilastojen tuotanto tai jakelu, sekä avustusten, lainojen ja yritystukien hallinnointi. ",,2022
137,6251,Jätehuollon palvelutehtävät ,,,Jätehuollon järjestäminen,"Jätehuoltopalveluihin kuuluvat jätteiden keräys ja kuljetus, pientuojien jäteasemapalvelut, jätteen uudelleenkäytön valmistelu, jätteiden hyödyntäminen energiana, jätteiden muu hyödyntäminen, jätteiden kierrätys materiaalina, jätteiden loppukäsittely, hallintotehtävät (mm. jätemaksujen laskutus ja asiakasrekisterin ylläpito, viestintä), jäteneuvonta, vaarallisten jätteiden jätehuolto, kaatopaikkojen jälkihoito. Toiminta rahoitetaan jätemaksuin. ",,2022
138,6252,Jätehuollon viranomaispalvelut,,,Jätehuollon järjestämiseen liittyvät viranomaispalvelut,"Kunnan jätehuoltoviranomaisen tehtäviin kuuluvat jätteenkuljetusjärjestelmästä päättäminen, jätehuoltomääräysten hyväksyminen, poikkeamiset jätehuoltomääräyksistä, jätetaksan hyväksyminen, jätemaksujen maksuunpano, jätemaksumuistutusten käsittely ja maksujen kohtuullistaminen, jätteen käsittely- ja vastaanottopaikoista määrääminen, poikkeaminen kunnallisesta jätehuollosta, kuljetustietorekisterin ylläpitäminen, tarkastukset, muu seuranta. Toiminta rahoitetaan jätemaksuin. 

Jätehuollon viranomaispalveluihin ei kohdisteta jätehuollon valvontaa, joka kuuluu ympäristönsuojelun palveluluokalle.  ",,2022
139,6301,Joukkoliikenne ja muut liikkumisen palvelut,,,"Joukkoliikennepalvelun järjestämisen sekä muut liikkumisen palvelut, kuten kaupunkipyörät ja MAAS-palvelut","Joukkoliikenteen järjestämiseen ja tukemiseen liittyvät palvelut, mm. joukkoliikenteen reittien suunnitteleminen, asiakaspalvelu, lippu- ja informaatiojärjestelmät, liikennepalvelulain mukaiset rajapinnat",,2022
140,6601,Maa- ja metsätaloustuotteet,,,"Kunnan omassa elinkeinoluonteisessa käytössä olevien maa- ja metsätilojen tuotteet ja palvelut, liiketoiminnassa käytettävien metsien myyntitulot.",Palveluluokalle kohdistetaan myös metsästys- ja kalastusoikeuksien vuokraaminen sekä virkistysmetsien metsätaloudellinen hoito. Palveluluokalle kohdistetaan myös elinkeinoluonteissa käytössä olevien maa- ja metsätilojen ja liiketoiminnassa käytettävien metsien luovutusvoitot ja -tappiot.,,2022
141,6901,Löytöeläimet,,,kunnan alueella irrallaan tavattujen ja talteen otettujen pienikokoisten seura- ja harrastuseläinten tilapäisen hoidon järjestäminen,,,2022
142,7101,Alueiden kehittäminen,,,"Maakuntien liittojen osalta tähän luokkaan kohdistetaan lain alueiden kehittämisestä ja rakennerahastotoiminnan hallinnoinnista sekä maankäyttö- ja rakennuslain mukaiset tehtävät. Alueiden kehittämiseen ja alueiden käytön suunnitteluun liittyvät suunnittelu-, kehittämis- ja edunvalvontatehtävät (strategia- ja ohjelmatyö, maakuntakaava, rahoitusohjelmien hallinnointi, erilaiset suunnitelmat, tilastojen tuotanto, projektitoiminta, kansainvälinen toiminta).","Luokalla raportoidaan maakuntien liittojen tehtävät, jotka eivät kuulu jollekin toiselle palveluluokalle. Kunnat raportoivat maakuntien liittojen jäsenmaksut tällä luokalla.  ",Täydennetty huomautusta,2022
120,5351,Kunnallinen rakennuttaminen,,,"Kunnan vapaarahoitteinen rakennuttajatoiminta ja vuokra-asuntotuotanto, asumisoikeustuotanto, asuntotuotannon hallinto ",Tälle palveluluokalle ei kohdisteta kunnan omien toimitilojen rakennuttamista. ,,2022
118,4804,Öljy- ja aluskemikaalivahinkojen torjunta,Erittelemätön pelastustoimi,,"Sellaiset öljy-, aluskemikaali- ja muut pelastuslaissa säädetyksi pelastustoimen viranomaisten vastuulle kuuluvat pelastustoiminnaksi katsottavat ympäristövahingon tai niiden uhkan vaatimat kiireelliset toimenpiteet sekä niihin varautuminen ihmisen hengen tai terveyden, omaisuuden tai ympäristön suojaamiseksi tai pelastamiseksi, joista aiheutuvat kustannukset tai vahingot eivät ole ilmeisessä epäsuhteessa uhattuina oleviin taloudellisiin ja muihin arvoihin eivätkä toimenpiteet ole onnettomuuden tai sen uhan kohteeksi joutuneen omin toimin hoidettavissa tai kuulu muun viranomaisen tai organisaation hoidettavaksi.",,Tarkennettu palvelukuvausta,2022
